"","Age","Marital_Status","Dependents","Education_Level","Employment_Type","Years_Employed","Housing_Status","Annual_Income","Credit_History_Length","Debt_to_Income_Ratio","Loan_Amount","Loan_Term","Interest_Rate","Purpose","Credit_Score","Credit_Utilization","Num_Past_Due_Payments","Num_Credit_Cards","Has_Mortgage","Savings_Account_Balance","Checking_Account_Balance","Past_Default","Co_Signer","Loan_Default"
"162",27,"Married",5,"HighSchool","Salaried",5,"Own",63290,7,0.454,37265,60,11.29,"Home_Improvement",791,0.353,0,5,"No",3598,3173,"No","No","No"
"163",40,"Separated",1,"HighSchool","Unemployed",1,"Mortgage",29109,4,0.305,8097,48,10.88,"Debt_Consolidation",676,0.201,4,2,"No",383,923,"No","No","Yes"
"164",34,"Single",1,"HighSchool","Unemployed",1,"Rent",17432,7,0.831,11022,12,11.01,"Debt_Consolidation",677,0.515,1,2,"No",791,664,"No","No","Yes"
"165",44,"Married",2,"HighSchool","Salaried",24,"Mortgage",65075,26,0.549,57025,24,12.84,"Business",802,0.29,0,5,"No",11190,7531,"No","No","No"
"166",52,"Married",0,"HighSchool","Unemployed",1,"Mortgage",34777,7,0.543,15291,48,9.94,"Home_Improvement",729,0.332,1,4,"Yes",1402,1170,"No","No","No"
"167",28,"Single",0,"Bachelor","Salaried",4,"Mortgage",80533,8,0.536,26079,48,12.18,"Debt_Consolidation",836,0.086,0,6,"Yes",3049,11576,"No","No","No"
"168",43,"Single",1,"HighSchool","Salaried",24,"Rent",75504,25,0.415,43726,36,9.87,"Debt_Consolidation",828,0.378,0,4,"No",15071,2622,"No","No","Yes"
"169",39,"Married",0,"Bachelor","Salaried",15,"Mortgage",75552,21,0.396,5441,24,10.62,"Credit_Card",806,0.332,0,6,"Yes",13644,6758,"No","No","No"
"170",47,"Married",2,"Master","Self_Employed",29,"Mortgage",127601,29,0.731,115874,24,9.93,"Education",821,0.711,1,14,"Yes",9067,2907,"No","No","No"
"171",36,"Single",0,"HighSchool","Salaried",12,"Own",49917,17,0.72,23923,24,9.24,"Auto",814,0.212,0,2,"Yes",292,7532,"No","No","No"
"172",46,"Married",2,"Other","Salaried",24,"Own",101521,28,0.398,39794,72,12.7,"Auto",850,0.244,0,4,"Yes",17900,8100,"No","Yes","No"
"173",21,"Married",1,"Bachelor","Salaried",0,"Own",60735,3,0.149,11607,36,9.97,"Vacation",748,0.6,1,4,"No",27343,1070,"No","Yes","No"
"174",55,"Divorced",1,"Bachelor","Salaried",33,"Mortgage",170481,36,0.499,38725,60,10.8,"Home_Improvement",850,0.617,0,12,"Yes",15818,9360,"No","No","No"
"175",47,"Divorced",0,"Bachelor","Salaried",27,"Mortgage",194663,29,0.313,31104,18,9.19,"Home_Improvement",850,0.081,0,10,"Yes",31539,13462,"No","No","No"
"176",36,"Widowed",2,"Bachelor","Self_Employed",17,"Mortgage",92980,18,0.673,58226,36,10.56,"Debt_Consolidation",794,0.428,0,7,"Yes",1516,2491,"No","No","No"
"177",24,"Married",3,"Bachelor","Salaried",2,"Rent",53409,6,0.868,15342,12,10.43,"Debt_Consolidation",774,0.585,1,1,"No",2053,8430,"No","No","No"
"178",44,"Single",1,"HighSchool","Salaried",25,"Mortgage",121862,26,0.791,32800,36,7.66,"Auto",784,0.444,0,5,"Yes",11690,3367,"No","No","No"
"179",43,"Single",0,"Bachelor","Self_Employed",21,"Mortgage",131368,25,0.95,52546,36,11.15,"Business",769,0.683,0,15,"Yes",15767,9030,"No","No","Yes"
"180",38,"Separated",3,"Master","Salaried",19,"Mortgage",137711,20,0.64,40128,24,9.75,"Debt_Consolidation",803,0.12,0,9,"Yes",11575,8855,"No","No","No"
"181",40,"Divorced",2,"HighSchool","Salaried",21,"Mortgage",155884,22,0.624,38986,24,11.24,"Debt_Consolidation",775,0.305,0,9,"Yes",2428,11799,"No","No","No"
"182",32,"Married",1,"Master","Salaried",11,"Mortgage",123761,14,0.67,36503,72,12.8,"Education",850,0.121,0,15,"Yes",30507,8900,"No","No","No"
"183",42,"Married",1,"HighSchool","Self_Employed",22,"Own",100298,24,0.849,74853,48,13.41,"Business",748,0.35,0,14,"Yes",4253,12839,"No","No","Yes"
"184",41,"Single",1,"HighSchool","Salaried",15,"Own",96841,22,0.423,34045,36,8.62,"Auto",772,0.163,0,4,"Yes",13948,13228,"No","Yes","No"
"185",35,"Married",2,"Master","Salaried",14,"Own",206652,17,0.45,71748,84,13.49,"Medical",850,0.34,0,9,"Yes",56499,40137,"No","No","No"
"186",25,"Married",2,"Master","Salaried",6,"Own",147627,7,0.337,91110,60,13.66,"Business",758,0.472,0,5,"No",14599,20668,"No","No","No"
"187",45,"Single",0,"Master","Retired",0,"Other",57395,7,0.669,19822,48,10.28,"Auto",753,0.564,1,7,"Yes",4396,2362,"No","No","No"
"188",44,"Married",2,"HighSchool","Salaried",25,"Own",66799,26,0.72,58236,60,11.38,"Debt_Consolidation",840,0.387,0,2,"Yes",15460,2940,"No","No","No"
"189",30,"Married",3,"HighSchool","Self_Employed",11,"Rent",48418,12,0.377,51756,48,10.31,"Education",801,0.404,0,5,"No",13269,6969,"No","Yes","No"
"190",22,"Married",0,"Master","Unemployed",2,"Mortgage",30379,4,0.514,10107,18,11.53,"Education",651,0.407,1,3,"Yes",2940,371,"No","Yes","No"
"191",40,"Married",0,"HighSchool","Salaried",17,"Mortgage",96148,22,0.609,41417,36,9.55,"Home_Improvement",798,0.304,0,9,"Yes",270,13942,"No","No","No"
"192",35,"Married",2,"Bachelor","Salaried",17,"Own",117939,17,0.676,32738,24,11.54,"Medical",850,0.403,0,5,"Yes",2503,7518,"No","No","No"
"193",41,"Married",2,"HighSchool","Salaried",20,"Mortgage",77658,23,0.924,123512,48,15.41,"Business",848,0.1,0,7,"Yes",67125,3178,"No","Yes","No"
"194",25,"Married",2,"Bachelor","Salaried",3,"Mortgage",71486,6,0.339,32184,24,9.28,"Auto",809,0.15,0,2,"No",6764,9357,"No","No","No"
"195",28,"Married",2,"HighSchool","Salaried",9,"Rent",72866,10,0.398,16851,12,8.66,"Debt_Consolidation",791,0.464,0,1,"No",4044,11490,"No","No","Yes"
"196",49,"Single",1,"HighSchool","Salaried",29,"Mortgage",108009,31,0.133,20037,36,10.39,"Credit_Card",828,0.561,0,4,"No",3857,11217,"No","No","No"
"197",42,"Single",1,"Bachelor","Salaried",22,"Mortgage",108462,24,0.507,33293,24,9.71,"Credit_Card",850,0.122,0,11,"Yes",2192,11442,"No","No","No"
"198",44,"Single",1,"PhD","Salaried",25,"Mortgage",107078,26,0.606,34531,36,9.38,"Debt_Consolidation",797,0.375,0,9,"Yes",8373,5854,"No","No","No"
"199",56,"Married",1,"PhD","Salaried",37,"Mortgage",241490,38,0.506,46152,36,10.27,"Medical",841,0.374,0,8,"Yes",182379,30627,"No","No","No"
"200",39,"Divorced",1,"PhD","Salaried",21,"Mortgage",124390,21,0.665,24117,12,9.41,"Home_Improvement",805,0.328,0,1,"Yes",18910,5227,"No","No","No"
"201",21,"Single",1,"Bachelor","Salaried",1,"Own",145556,3,0.464,38686,18,10.33,"Home_Improvement",774,0.159,0,3,"Yes",13852,11542,"No","No","No"
"202",41,"Divorced",2,"Bachelor","Self_Employed",20,"Mortgage",92361,23,0.712,52915,24,9.4,"Home_Improvement",792,0.073,0,6,"Yes",3583,7437,"No","No","No"
"203",50,"Single",0,"Other","Self_Employed",28,"Mortgage",83208,32,0.195,19245,24,10.23,"Home_Improvement",816,0.299,0,5,"No",16179,3013,"No","No","No"
"204",59,"Single",0,"HighSchool","Salaried",39,"Mortgage",63761,41,0.851,21571,12,10.47,"Home_Improvement",850,0.69,0,3,"Yes",1096,6660,"No","No","No"
"205",24,"Married",0,"Master","Student",1,"Mortgage",38682,4,0.938,18037,12,9.52,"Debt_Consolidation",691,0.399,1,5,"No",1561,2305,"No","No","No"
"206",26,"Single",0,"Master","Self_Employed",8,"Mortgage",97632,8,0.387,42637,60,10.54,"Auto",764,0.435,1,5,"Yes",12295,4673,"No","No","No"
"207",31,"Married",2,"PhD","Salaried",13,"Own",226714,13,0.808,64575,72,13.01,"Debt_Consolidation",790,0.735,0,6,"Yes",20615,25334,"No","No","No"
"208",27,"Married",1,"HighSchool","Unemployed",2,"Own",25140,8,0.443,9359,12,10.19,"Home_Improvement",714,0.555,1,4,"No",487,596,"No","No","No"
"209",32,"Single",0,"Master","Salaried",14,"Mortgage",182631,14,0.276,40800,48,10.02,"Home_Improvement",786,0.133,0,7,"No",21781,16103,"No","No","No"
"210",36,"Widowed",4,"Bachelor","Salaried",16,"Mortgage",192773,18,0.453,35023,24,10.84,"Medical",802,0.445,0,6,"Yes",22572,8633,"No","No","No"
"211",26,"Married",4,"Bachelor","Self_Employed",8,"Mortgage",95010,8,0.494,53148,72,14.74,"Business",783,0.23,0,4,"Yes",10218,3828,"No","No","No"
"212",58,"Married",1,"Other","Salaried",37,"Own",69113,40,0.621,19959,18,8.87,"Debt_Consolidation",832,0.593,0,4,"Yes",6941,3326,"No","No","No"
"213",39,"Married",2,"Bachelor","Salaried",17,"Mortgage",91363,21,0.434,50968,36,10.87,"Home_Improvement",694,0.435,0,8,"No",2024,8824,"No","No","No"
"214",37,"Married",1,"HighSchool","Salaried",16,"Mortgage",130645,19,0.481,54312,36,9.06,"Auto",850,0.4,0,10,"Yes",3886,3291,"No","No","No"
"215",43,"Married",2,"Bachelor","Unemployed",1,"Own",29863,6,0.296,10156,18,10.29,"Home_Improvement",734,0.082,0,3,"No",29468,1708,"No","No","No"
"216",38,"Married",1,"Bachelor","Self_Employed",16,"Mortgage",67367,20,0.851,29651,18,8.63,"Home_Improvement",827,0.546,0,5,"Yes",14817,7499,"No","No","No"
"217",37,"Single",3,"Master","Salaried",19,"Own",161380,19,0.95,58181,18,9.67,"Home_Improvement",768,0.48,0,8,"Yes",5319,47211,"No","No","Yes"
"218",53,"Married",2,"HighSchool","Salaried",34,"Mortgage",78565,35,0.376,14138,18,8.6,"Debt_Consolidation",840,0.102,0,6,"No",7800,6709,"No","Yes","No"
"219",36,"Married",3,"HighSchool","Retired",0,"Own",42063,2,0.642,17182,24,10.69,"Auto",664,0.372,1,1,"Yes",236,7268,"No","No","No"
"220",25,"Widowed",1,"HighSchool","Salaried",5,"Mortgage",65271,7,0.659,20817,60,12.09,"Auto",778,0.41,0,1,"Yes",1401,1641,"No","Yes","No"
"221",42,"Married",2,"HighSchool","Salaried",22,"Own",96650,24,0.702,34025,36,9.36,"Auto",769,0.571,0,4,"Yes",13103,7439,"No","No","No"
"222",34,"Single",1,"HighSchool","Salaried",14,"Own",84688,16,0.128,18640,48,10.25,"Debt_Consolidation",850,0.127,0,2,"No",2119,5417,"No","No","No"
"223",33,"Married",3,"HighSchool","Unemployed",1,"Rent",30220,4,0.526,12204,24,12.47,"Debt_Consolidation",655,0.137,1,5,"No",372,5767,"No","No","No"
"224",27,"Married",1,"Master","Salaried",5,"Own",149852,9,0.704,52027,24,10.53,"Credit_Card",771,0.509,0,6,"Yes",2802,14142,"No","No","No"
"225",42,"Single",2,"Bachelor","Self_Employed",20,"Mortgage",113789,24,0.544,56093,60,11.97,"Debt_Consolidation",771,0.406,0,9,"Yes",7273,9014,"No","No","No"
"226",36,"Single",0,"Master","Salaried",13,"Other",163938,18,0.474,57694,36,8.77,"Debt_Consolidation",754,0.317,0,11,"Yes",2322,45634,"No","No","No"
"227",43,"Married",3,"Bachelor","Self_Employed",20,"Own",68837,25,0.728,30157,36,10.24,"Home_Improvement",839,0.62,0,0,"Yes",3341,1142,"No","No","Yes"
"228",36,"Married",0,"Master","Salaried",18,"Own",131691,18,0.504,11289,12,10.38,"Credit_Card",817,0.339,0,6,"Yes",9093,5508,"No","No","No"
"229",31,"Single",1,"Master","Unemployed",2,"Rent",26617,5,0.372,13415,24,13.72,"Business",729,0.21,0,1,"No",721,2793,"No","No","No"
"230",51,"Single",1,"HighSchool","Unemployed",0,"Mortgage",24668,5,0.779,14556,18,9.91,"Credit_Card",748,0.18,1,2,"Yes",1030,2787,"No","No","No"
"231",35,"Single",0,"Master","Self_Employed",15,"Own",161223,17,0.647,88848,18,12.85,"Business",815,0.527,0,6,"Yes",9935,8528,"No","No","No"
"232",47,"Married",4,"Master","Salaried",26,"Own",266160,28,0.415,64638,36,8.99,"Home_Improvement",820,0.155,0,12,"Yes",93910,8571,"No","Yes","No"
"233",26,"Married",2,"HighSchool","Unemployed",2,"Rent",17789,8,0.95,7376,18,14.32,"Medical",651,0.787,1,4,"No",238,1403,"No","No","Yes"
"234",33,"Married",0,"Bachelor","Salaried",13,"Mortgage",77501,15,0.529,22349,24,9.88,"Auto",842,0.11,0,7,"Yes",16967,4415,"No","No","No"
"235",35,"Single",1,"HighSchool","Unemployed",1,"Mortgage",32429,4,0.393,14272,24,12.71,"Home_Improvement",637,0.574,1,1,"No",745,3538,"No","No","Yes"
"236",34,"Divorced",2,"HighSchool","Salaried",12,"Own",97301,16,0.263,20266,24,10.77,"Debt_Consolidation",705,0.475,1,4,"No",7007,3315,"No","No","No"
"237",51,"Married",0,"Bachelor","Salaried",30,"Mortgage",155826,33,0.546,62071,60,11.75,"Auto",785,0.42,0,7,"Yes",29394,14357,"No","No","No"
"238",38,"Single",0,"Bachelor","Salaried",19,"Mortgage",94082,20,0.87,52403,36,8.51,"Debt_Consolidation",807,0.493,0,8,"Yes",16841,9833,"No","Yes","No"
"239",40,"Single",0,"HighSchool","Self_Employed",21,"Rent",89495,22,0.559,18618,60,11.78,"Personal",850,0.305,0,7,"Yes",2548,2072,"No","No","No"
"240",29,"Married",1,"HighSchool","Unemployed",1,"Rent",18974,4,0.43,15102,36,9.57,"Auto",684,0.267,1,6,"No",175,403,"No","Yes","Yes"
"241",31,"Married",0,"HighSchool","Unemployed",1,"Own",21095,8,0.254,7510,24,13.43,"Personal",673,0.871,2,2,"No",1413,1665,"No","No","No"
"242",48,"Married",1,"Bachelor","Salaried",26,"Mortgage",99765,28,0.331,25631,36,9.47,"Home_Improvement",840,0.206,0,5,"Yes",67239,5923,"No","No","No"
"243",51,"Divorced",2,"Bachelor","Salaried",30,"Mortgage",87372,32,0.605,62812,84,14.48,"Education",850,0.24,0,8,"Yes",5908,12083,"No","No","Yes"
"244",50,"Divorced",1,"HighSchool","Salaried",31,"Mortgage",136381,32,0.691,33951,18,8.82,"Personal",828,0.163,0,7,"Yes",38295,5504,"No","No","No"
"245",24,"Divorced",1,"Master","Student",1,"Mortgage",38632,4,0.595,20917,24,12.39,"Education",643,0.492,0,3,"No",4101,6045,"No","Yes","No"
"246",58,"Married",1,"Other","Salaried",38,"Mortgage",73576,40,0.209,39415,60,11.43,"Auto",779,0.255,1,8,"No",8807,3639,"No","No","No"
"247",48,"Married",0,"HighSchool","Salaried",30,"Own",120501,30,0.581,41047,60,10.34,"Auto",850,0.423,0,12,"Yes",12260,5285,"No","No","No"
"248",38,"Single",1,"Bachelor","Self_Employed",14,"Mortgage",72226,19,0.278,64254,84,16.16,"Business",850,0.49,0,4,"No",1566,1581,"No","No","No"
"249",45,"Married",3,"HighSchool","Salaried",26,"Rent",119749,27,0.646,17436,48,11.92,"Auto",850,0.136,0,9,"Yes",15792,4009,"No","No","No"
"250",28,"Single",0,"Bachelor","Salaried",6,"Rent",101677,10,0.282,28498,84,14.74,"Debt_Consolidation",688,0.719,1,10,"No",7605,2244,"No","No","No"
"251",27,"Married",2,"Bachelor","Salaried",8,"Own",130032,9,0.617,15316,48,11.07,"Credit_Card",828,0.432,0,6,"Yes",2873,13452,"No","No","No"
"252",38,"Divorced",2,"Master","Salaried",13,"Mortgage",157886,18,0.401,43824,24,9.83,"Auto",850,0.146,0,8,"Yes",23937,22582,"No","No","No"
"253",26,"Married",2,"HighSchool","Salaried",5,"Mortgage",84034,8,0.764,84688,36,10.19,"Education",836,0.763,0,5,"Yes",6510,5581,"No","Yes","Yes"
"254",40,"Divorced",3,"HighSchool","Salaried",21,"Mortgage",149136,22,0.765,103149,60,12.29,"Personal",761,0.531,0,9,"Yes",6406,29665,"No","No","Yes"
"255",51,"Married",0,"Bachelor","Salaried",29,"Own",229012,33,0.454,67001,36,8.84,"Auto",850,0.488,0,14,"Yes",78602,57336,"No","No","No"
"256",28,"Divorced",3,"HighSchool","Salaried",7,"Mortgage",130110,9,0.636,55368,24,10.33,"Auto",820,0.329,1,7,"Yes",5360,4053,"No","No","No"
"257",31,"Single",0,"HighSchool","Self_Employed",13,"Rent",53410,13,0.323,41382,48,11.53,"Education",754,0.67,1,4,"No",4335,3393,"No","No","No"
"258",38,"Single",1,"Bachelor","Salaried",17,"Own",96276,20,0.595,32956,36,10.06,"Home_Improvement",783,0.765,0,2,"Yes",22719,2869,"No","No","No"
"259",28,"Married",3,"HighSchool","Salaried",7,"Own",71652,10,0.215,10558,48,10.95,"Personal",798,0.099,0,2,"No",1474,17099,"No","No","No"
"260",34,"Married",3,"Bachelor","Salaried",15,"Mortgage",97234,16,0.521,40441,36,10.13,"Home_Improvement",840,0.5,0,7,"Yes",15255,2349,"No","No","Yes"
"261",47,"Single",0,"Bachelor","Unemployed",0,"Mortgage",45538,8,0.64,37688,36,13.55,"Education",678,0.562,0,3,"No",10211,2938,"No","No","No"
"262",48,"Married",2,"Master","Salaried",30,"Own",125518,30,0.531,63744,36,10.04,"Home_Improvement",770,0.329,0,11,"No",14772,11878,"No","No","No"
"263",42,"Single",0,"HighSchool","Self_Employed",24,"Own",78915,24,0.659,15052,12,10.97,"Credit_Card",816,0.27,0,5,"Yes",17284,5352,"No","No","No"
"264",21,"Single",0,"Bachelor","Salaried",0,"Mortgage",44863,3,0.515,41834,48,11.39,"Auto",790,0.459,0,1,"No",18059,885,"No","No","No"
"265",37,"Married",3,"HighSchool","Salaried",18,"Other",73735,19,0.502,18155,36,9.08,"Debt_Consolidation",810,0.457,0,4,"Yes",32374,5442,"No","No","No"
"266",49,"Single",0,"Bachelor","Salaried",30,"Own",168156,31,0.547,80385,60,11.64,"Debt_Consolidation",850,0.323,0,11,"Yes",8585,17857,"No","Yes","No"
"267",46,"Single",0,"PhD","Salaried",25,"Mortgage",4e+05,28,0.384,90084,36,9.52,"Home_Improvement",817,0.425,0,14,"No",62130,88741,"No","No","No"
"268",36,"Married",1,"Bachelor","Self_Employed",18,"Mortgage",67633,18,0.642,19623,48,11.37,"Personal",814,0.586,0,2,"Yes",2583,8779,"No","Yes","No"
"269",21,"Single",0,"HighSchool","Self_Employed",2,"Own",67269,3,0.458,29397,36,11.33,"Education",676,0.617,1,3,"No",3561,3336,"No","Yes","No"
"270",39,"Single",0,"Master","Salaried",19,"Mortgage",235779,21,0.636,70893,24,9.04,"Debt_Consolidation",848,0.373,0,4,"Yes",36777,60142,"No","No","No"
"271",44,"Married",1,"HighSchool","Salaried",25,"Own",68761,26,0.123,13119,36,9.6,"Debt_Consolidation",812,0.332,0,1,"No",3295,2572,"No","No","No"
"272",38,"Married",4,"Bachelor","Salaried",16,"Mortgage",66064,20,0.528,27458,24,9.01,"Debt_Consolidation",772,0.409,0,2,"Yes",2098,4388,"No","No","No"
"273",40,"Single",1,"Bachelor","Self_Employed",21,"Rent",70323,22,0.521,15693,36,11.4,"Auto",703,0.434,0,4,"Yes",243,5797,"Yes","No","Yes"
"274",42,"Single",0,"HighSchool","Salaried",20,"Mortgage",97284,24,0.235,31032,60,10.22,"Auto",850,0.048,0,5,"No",23602,11481,"No","No","No"
"275",34,"Single",0,"Master","Salaried",13,"Mortgage",82783,16,0.47,63805,48,10.95,"Education",849,0.33,0,6,"No",18115,9061,"No","No","No"
"276",51,"Single",0,"HighSchool","Self_Employed",33,"Own",75245,33,0.355,56318,60,15.62,"Business",844,0.232,0,4,"No",3219,6642,"No","No","Yes"
"277",43,"Single",1,"Bachelor","Salaried",23,"Own",128495,25,0.584,31375,48,10.44,"Debt_Consolidation",802,0.298,0,4,"Yes",82284,2753,"No","No","No"
"278",26,"Married",3,"Bachelor","Salaried",1,"Mortgage",75893,6,0.373,19268,12,10.57,"Home_Improvement",737,0.244,0,5,"No",14596,4066,"No","No","No"
"279",52,"Married",1,"Bachelor","Salaried",32,"Own",177874,34,0.487,26940,48,10.17,"Credit_Card",850,0.333,0,9,"Yes",6178,12078,"No","No","No"
"280",50,"Married",1,"Bachelor","Self_Employed",30,"Own",67703,32,0.56,41580,48,9.99,"Auto",763,0.308,1,4,"Yes",8202,2985,"No","Yes","No"
"281",46,"Divorced",1,"Master","Self_Employed",24,"Own",121435,28,0.204,45653,36,9.93,"Debt_Consolidation",742,0.319,0,7,"No",3557,7872,"No","No","No"
"282",21,"Single",2,"HighSchool","Self_Employed",2,"Other",57638,3,0.356,16015,84,14.04,"Personal",745,0.368,2,1,"No",3420,4480,"No","No","No"
"283",32,"Single",0,"Other","Salaried",10,"Own",104637,14,0.361,20560,18,8.89,"Debt_Consolidation",823,0.785,0,3,"No",1635,3260,"No","No","Yes"
"284",44,"Married",4,"Bachelor","Salaried",24,"Mortgage",213435,26,0.722,40292,24,10.17,"Debt_Consolidation",846,0.301,0,11,"Yes",6938,16686,"No","Yes","No"
"285",38,"Married",0,"HighSchool","Salaried",17,"Mortgage",87668,20,0.573,18289,48,10.54,"Credit_Card",822,0.241,0,9,"Yes",15677,3679,"No","Yes","No"
"286",41,"Married",2,"Other","Salaried",20,"Mortgage",65425,23,0.854,29995,72,11.85,"Home_Improvement",776,0.455,1,2,"Yes",10402,2606,"No","No","No"
"287",63,"Single",0,"HighSchool","Self_Employed",44,"Own",88619,45,0.305,30718,18,11.44,"Medical",784,0.439,0,10,"No",2109,4357,"No","No","No"
"288",30,"Single",0,"Bachelor","Salaried",10,"Own",173574,12,0.476,62607,36,9.07,"Debt_Consolidation",741,0.506,0,5,"Yes",8725,7571,"No","No","No"
"289",21,"Single",0,"HighSchool","Self_Employed",2,"Rent",70527,3,0.303,37002,48,13.16,"Debt_Consolidation",656,0.776,1,1,"No",1830,2736,"No","No","No"
"290",41,"Separated",4,"Bachelor","Salaried",17,"Mortgage",119519,21,0.198,45356,36,10.5,"Debt_Consolidation",850,0.365,0,10,"No",8200,15702,"No","Yes","No"
"291",31,"Married",2,"Master","Salaried",5,"Mortgage",113827,9,0.461,18572,48,11.26,"Medical",850,0.448,0,9,"Yes",9560,2785,"No","No","No"
"292",42,"Single",0,"Master","Salaried",24,"Mortgage",366420,24,0.564,116787,60,10.67,"Home_Improvement",850,0.309,0,13,"Yes",82964,74511,"No","No","No"
"293",30,"Married",2,"HighSchool","Salaried",9,"Own",46179,11,0.601,13463,48,11.12,"Home_Improvement",803,0.292,0,6,"Yes",5069,2026,"No","No","No"
"294",60,"Married",1,"HighSchool","Self_Employed",42,"Own",57199,42,0.644,14853,18,9.53,"Debt_Consolidation",838,0.516,1,3,"Yes",10730,4302,"No","No","No"
"295",37,"Married",1,"HighSchool","Salaried",15,"Other",73526,19,0.537,23023,60,12.4,"Education",850,0.613,0,1,"Yes",6815,4992,"No","No","No"
"296",33,"Single",1,"Bachelor","Salaried",13,"Own",80080,15,0.359,37129,60,11.35,"Auto",845,0.374,0,6,"No",27003,3274,"No","Yes","No"
"297",36,"Married",1,"Master","Salaried",15,"Mortgage",178018,18,0.27,44924,60,12.03,"Home_Improvement",781,0.552,0,9,"Yes",17980,20894,"No","No","No"
"298",47,"Single",1,"HighSchool","Salaried",25,"Other",88450,29,0.591,48427,60,9.86,"Auto",846,0.718,0,4,"Yes",1428,2977,"No","No","No"
"299",39,"Married",3,"Master","Salaried",20,"Own",266124,21,0.412,76874,36,11.54,"Medical",780,0.197,0,10,"Yes",132709,8236,"No","No","No"
"300",22,"Single",0,"HighSchool","Unemployed",2,"Rent",21671,4,0.207,5128,36,13.04,"Debt_Consolidation",655,0.444,1,0,"No",324,1577,"No","Yes","No"
"301",38,"Single",0,"Master","Salaried",18,"Own",127493,20,0.596,34005,60,12.31,"Credit_Card",837,0.361,0,10,"Yes",32029,8385,"No","No","No"
"302",46,"Single",0,"Bachelor","Unemployed",1,"Own",46776,7,0.75,23069,60,11.83,"Education",772,0.138,1,5,"Yes",1343,1271,"No","No","Yes"
"303",38,"Married",3,"Bachelor","Salaried",19,"Own",146794,20,0.688,57240,48,12.31,"Home_Improvement",798,0.64,0,12,"Yes",15831,11265,"No","No","No"
"304",45,"Married",1,"Other","Salaried",26,"Own",71290,27,0.461,21076,48,11.37,"Medical",790,0.386,0,5,"Yes",51747,2037,"No","No","No"
"305",37,"Single",1,"Bachelor","Self_Employed",18,"Mortgage",71748,19,0.435,13454,36,9.04,"Debt_Consolidation",850,0.15,0,5,"Yes",22827,7933,"No","No","No"
"306",37,"Single",0,"HighSchool","Salaried",15,"Mortgage",94512,19,0.451,32263,36,9.81,"Auto",843,0.453,0,6,"Yes",3620,12943,"No","No","No"
"307",43,"Single",0,"Bachelor","Salaried",22,"Own",91300,25,0.238,22296,36,9.29,"Debt_Consolidation",769,0.345,0,5,"No",9256,1839,"No","No","No"
"308",48,"Married",2,"Bachelor","Salaried",29,"Own",230606,30,0.488,60888,36,9.2,"Home_Improvement",827,0.28,0,10,"Yes",10057,10129,"No","No","No"
"309",26,"Single",0,"HighSchool","Salaried",7,"Mortgage",65482,8,0.401,42052,60,12.79,"Home_Improvement",759,0.231,0,5,"No",824,2892,"No","No","No"
